#тип; название модели; год выпуска;  кол-во передач; страна производитель
"auto";"Mitsubishi Outlander";2003;6;"Соединённые Штаты Америки"
"auto";"Daewoo Damas";1986;5;"Индия"
"auto";"Nissan Sunny";1978;5;"Япония"
"auto";"Nissan Murano";2004;6;"Япония"
"auto";"Nissan Gloria";1995;5;"Япония"
"auto";"Dodge Viper";1992;6;"Германия"
"auto";"Volkswagen Gol";2009;5;"Германия"
"auto";"Mitsubishi Galant";1973;5;"Нидерланды"
"auto";"Daewoo Damas";1984;5;"Индия"
"auto";"Jeep CJ";1984;5;"Соединённые Штаты Америки"
"auto";"Mitsubishi Eclipse";1989;6;"Нидерланды"
"auto";"Porsche 928";1977;5;"Германия"
"auto";"Mitsubishi Pajero";1999;5;"Соединённые Штаты Америки"
"auto";"Ford Capri";1961;4;"Великобритания"
"auto";"Kia Mohave";2008;6;"Республика Корея"
"auto";"Mitsubishi Lancer";2007;6;"Нидерланды"
"auto";"Nissan 350Z";2003;6;"Япония"
"auto";"Ford Anglia";1959;3;"Великобритания"
"auto";"Jeep CJ";45;5;"Соединённые Штаты Америки"
"auto";"SEAT Altea";2004;7;"Испания"
"auto";"Mitsubishi Eclipse";2006;6;"Австралия"
"auto";"Kia Clarus";1995;5;"Республика Корея"
"auto";"Fiat 1400";1950;4;"Италия"
"auto";"Nissan Sunny";1966;5;"Япония"
"auto";"Porsche Boxster";1996;7;"Германия"
"auto";"Lancia Thema";1984;5;"Италия"
"auto";"Volkswagen Typ 4";1968;4;"Германия"
"auto";"De Tomaso Vallelunga";1964;4;"Италия"
"auto";"Mitsubishi Grandis";2003;6;"Китайская Республика"
"auto";"Mitsubishi Mirage";1978;5;"Филиппины"
"auto";"Mitsubishi Eclipse";2000;6;"Австралия"
"auto";"Nissan Tiida";2004;6;"Япония"
"auto";"Nissan Cedric";1991.06;5;"Япония"
"auto";"Mini";1969;5;"Италия"
"auto";"Nissan Tiida";2010;6;"Япония"
"auto";"Buick Roadmaster";1991;4;"Соединённые Штаты Америки"
"auto";"Mitsubishi Grandis";2016;6;"Таиланд"
"auto";"Mitsubishi Colt";1962;5;"Соединённые Штаты Америки"
"auto";"Volvo S60";2010;6;"Швеция"
"auto";"Mitsubishi i";2006;4;"Филиппины"
"auto";"Chevrolet Silverado";2001;6;"Соединённые Штаты Америки"
"auto";"Fiat 514";1929;4;"Италия"
"auto";"Volkswagen Polo";1990;7;"Германия"
"auto";"Mitsubishi Galant";1992;5;"Таиланд"
"auto";"Volkswagen Polo";1979;7;"Германия"
"auto";"Peugeot 309";1985;5;"Франция"
"auto";"Lancia Lambda";1922;4;"Италия"
"auto";"Smart City Coupe";1998;6;"Германия"
"auto";"Nissan Sentra";1991;6;"Япония"
"auto";"Mitsubishi Delica";1994;5;"Филиппины"
"auto";"SEAT 1200 Sport";1975;4;"Испания"
"auto";"Mitsubishi Pajero";1991;5;"Таиланд"
"auto";"Mitsubishi Mirage";1987;5;"Филиппины"
"auto";"Mitsubishi Galant";1976;5;"Австралия"
"auto";"Lancia Ypsilon";2011;6;"Италия"
"auto";"Mitsubishi Mirage";1983;5;"Австралия"
"auto";"Mitsubishi Eclipse";2000;6;"Филиппины"
"auto";"Fiat 24-32 HP";1903;4;"Италия"
"auto";"Tatra 87";1936;4;"Чехия"
"auto";"Mitsubishi L200";1978;5;"Таиланд"
"auto";"SEAT 1200 Sport";1975;4;"Испания"
"auto";"Mercedes-Benz SLK-класс";1996;7;"Германия"
"auto";"Lotus Elan";2017;5;"Республика Корея"
"auto";"Nissan Cedric";1998;5;"Япония"
"auto";"Nissan Sentra";2000;6;"Япония"
"auto";"Nissan Sentra";1995;6;"Япония"
"auto";"Tata Indica";2008;5;"Индия"
"auto";"Jeep CJ";1981;5;"Таиланд"
"auto";"SEAT Alhambra";1996;6;"Испания"
"auto";"Ford Anglia";1953;3;"Великобритания"
"auto";"Nissan Gloria";1967;5;"Япония"
"auto";"Peugeot 4008";2012;5;"Франция"
"auto";"Nissan Cube";2002;6;"Япония"
"auto";"Saab 9-4X";2011;6;"Соединённые Штаты Америки"
"auto";"Mitsubishi Outlander";2001;6;"Соединённые Штаты Америки"
"auto";"Mitsubishi Galant";2003;5;"Филиппины"
"auto";"Lancia Alfa-12HP";1908;4;"Италия"
"auto";"Cadillac Series 70";1984;4;"Соединённые Штаты Америки"
"auto";"Mitsubishi Eclipse";1989;6;"Соединённые Штаты Америки"
"auto";"Lotus Elan";1989;5;"Республика Корея"
"auto";"SEAT Altea";2007;7;"Испания"
"auto";"Nissan Pathfinder";1996;7;"Япония"
"auto";"Nissan Pathfinder";2012;7;"Япония"
"auto";"Mitsubishi L200";1987;5;"Таиланд"
"auto";"Tatra 97";508;4;"Чехия"
"auto";"Acura CL";1997;6;"Япония"
"auto";"Nissan Laurel";1984;5;"Япония"
"auto";"Dodge Challenger";1970;6;"Таиланд"
"auto";"Fiat 1100";1937;4;"Италия"
"auto";"Proton Saga";2008;6;"Малайзия"
"auto";"Mitsubishi Grandis";2016;6;"Австралия"
"auto";"SEAT León";1998;7;"Испания"
"auto";"Fiat Doblò";2000;6;"Италия"
"auto";"Nissan Gloria";1999;5;"Япония"
"auto";"Fiat 2300";1961;4;"Италия"
"auto";"Nissan Silvia";1989;6;"Япония"
"auto";"Nissan Silvia";1965;6;"Япония"
"auto";"Nissan Cedric";1991.06;5;"Япония"
"auto";"Mitsubishi Mirage";2004;5;"Таиланд"
"auto";"Mitsubishi Outlander";2012;6;"Австралия"
"auto";"Nissan 350Z";2004;6;"Япония"
"auto";"Nissan Murano";2004;6;"Япония"
"auto";"Peugeot 508";2010;6;"Франция"
"auto";"Mitsubishi Delica";1968;5;"Филиппины"
"auto";"Jeep CJ";1984;5;"Филиппины"
"auto";"ВАЗ-2101";1970;4;"Россия"
"auto";"Mitsubishi Endeavor";2002;4;"Австралия"
"auto";"Mitsubishi Mirage";2012;5;"Филиппины"
"auto";"Mitsubishi L200";2005;5;"Таиланд"
"auto";"Mitsubishi Grandis";2003;6;"Нидерланды"
"auto";"Nissan Sunny";1970;5;"Япония"
"auto";"Mitsubishi Diamante";1995;5;"Филиппины"
"auto";"Mitsubishi Diamante";1990;5;"Филиппины"
"auto";"Volvo V40";2012;6;"Швеция"
"auto";"Chevrolet Biscayne";1958;4;"Соединённые Штаты Америки"
"auto";"Nissan Skyline";2006;7;"Япония"
"auto";"Nissan Silvia";1979;6;"Япония"
"auto";"Porsche Cayenne";2002;6;"Германия"
"auto";"Renault Sandero";2008;5;"Румыния"
"auto";"Porsche Boxster";1996;7;"Германия"
"auto";"Nissan Silvia";1974;6;"Япония"
"auto";"Jeep CJ";1951;5;"Австралия"
"auto";"Tata Indica";1998;5;"Индия"
"auto";"Lancia Delta";1993;6;"Италия"
"auto";"Mitsubishi Eclipse";2006;6;"Нидерланды"
"auto";"Volkswagen Jetta";2005;7;"Германия"
"auto";"Hudson Hornet";1950;3;"Соединённые Штаты Америки"
"auto";"Audi R8";2006;6;"Германия"
"auto";"Volkswagen T1";1976;4;"Германия"
"auto";"Volkswagen Jetta";1984;7;"Германия"
"auto";"Mitsubishi L200";2005;5;"Филиппины"
"auto";"Volvo P1900";1956;3;"Швеция"
"auto";"Kia Carnival";2002;6;"Республика Корея"
"auto";"Peugeot 308";2007;6;"Франция"
"auto";"Nissan Gloria";1962;5;"Япония"
"auto";"Nissan X-Trail";2001;6;"Япония"
"auto";"Cadillac CTS-V";2004;6;"Соединённые Штаты Америки"
"auto";"Kia Picanto";2011;5;"Республика Корея"
"auto";"Kia Sportage";1993;6;"Республика Корея"
"auto";"Mitsubishi Galant";2003;5;"Таиланд"
"auto";"Mitsubishi Delica";1979;5;"Таиланд"
"auto";"Pontiac GTO";1968;6;"Соединённые Штаты Америки"
"auto";"Nissan Altima Hybrid";2001;6;"Япония"
"auto";"Hudson Jet";1953;3;"Соединённые Штаты Америки"
"auto";"Nissan Caravan Elgrand";2010;5;"Япония"
"auto";"Tatra 97";1936;4;"Чехия"
"auto";"Nissan Note";2004;5;"Япония"
"auto";"Nissan Note";2012;5;"Япония"
"auto";"Suzuki Ertiga";2012;5;"Индия"
"auto";"Mitsubishi Lancer Evolution";1992;6;"Филиппины"
"auto";"Nissan Sunny";1966;5;"Япония"
"auto";"Nissan Skyline";1957;7;"Япония"
"auto";"Dodge Challenger";2008;6;"Нидерланды"
"auto";"Ford Capri";1969;4;"Великобритания"
"auto";"Nissan Armada";2003;5;"Япония"
"auto";"Nissan Micra";2002;5;"Япония"
"auto";"Volkswagen Amarok";2009;8;"Германия"
"auto";"Nissan Silvia";1989;6;"Япония"
"auto";"Volvo C70";1997;6;"Швеция"
"auto";"ВАЗ-2107";2105;5;"Россия"
"auto";"ВАЗ-2107";2104;5;"Россия"
"auto";"Jeep Wrangler";1986;6;"Германия"
"auto";"Jeep Wrangler";2006;6;"Иран"
"auto";"Fiat X1/9";1972;5;"Италия"
"auto";"Acura RL";2004;4;"Япония"
"auto";"Pontiac GTO";1964;6;"Соединённые Штаты Америки"
"auto";"SEAT Ibiza";1999;7;"Испания"
"auto";"Nissan Cedric";1965;5;"Япония"
"auto";"Mitsubishi L200";2005;5;"Австралия"
"auto";"Ford Capri";1974;4;"Англия"
"auto";"Volkswagen Polo";2009;7;"Германия"
"auto";"Jeep CJ";1955;5;"Австралия"
"auto";"Jeep Wrangler";1989;6;"Германия"
"auto";"Nissan Cedric";1971;5;"Япония"
"auto";"Mitsubishi L200";1996;5;"Филиппины"
"auto";"ГАЗ-46";1952;3;"Россия"
"auto";"Mitsubishi Pajero";1982;5;"Таиланд"
"auto";"Nissan Gloria";1983;5;"Япония"
"auto";"Mitsubishi 3000GT";1990;6;"Австралия"
"auto";"Nissan Qashqai";2013;6;"Япония"
"auto";"Fiat Punto";1993;6;"Италия"
"auto";"Nissan Wingroad";1982.1;5;"Япония"
"auto";"Ford Capri";1978;4;"Эссекс"
"auto";"Jeep CJ";1954;5;"Соединённые Штаты Америки"
"auto";"Mitsubishi Outlander";2003;6;"Филиппины"
"auto";"Oldsmobile Silhouette";1996;4;"Соединённые Штаты Америки"
"auto";"Mini";1990;5;"Италия"
"auto";"Nissan Gloria";1971;5;"Япония"
"auto";"Mitsubishi Pajero";2006;5;"Таиланд"
"auto";"Peugeot 3008";2008;6;"Франция"
"auto";"Mitsubishi Mirage";1983;5;"Филиппины"
"auto";"Chevrolet Suburban";1933;6;"Соединённые Штаты Америки"
"auto";"Pagani Zonda";2009;6;"Италия"
"auto";"Mitsubishi Lancer";1979;6;"Австралия"
"auto";"Nissan Silvia";1984;6;"Япония"
"auto";"Mitsubishi Pajero";1982;5;"Нидерланды"
"auto";"Nissan Skyline";1981;7;"Япония"
"auto";"Nissan Murano";2002;6;"Япония"
"auto";"Mitsubishi Mirage";1978;5;"Нидерланды"
"auto";"Mitsubishi Delica";2007;5;"Филиппины"
"auto";"Volkswagen Golf IV";1999.5;6;"Германия"
"auto";"Porsche 928";1977;5;"Германия"
"auto";"Nissan Laurel";1977;5;"Япония"
"auto";"Nissan Cefiro";1998;5;"Япония"
"auto";"Mitsubishi Eclipse";1990;6;"Соединённые Штаты Америки"
"auto";"Volkswagen Fox";2003;5;"Германия"
"auto";"Nissan 370Z";2009;7;"Япония"
"auto";"Nissan Skyline";1993;7;"Япония"
"auto";"Renault Logan";2004;5;"Румыния"
"auto";"Nissan Skyline";1963;7;"Япония"
"auto";"Mitsubishi Mirage";1982;5;"Австралия"
"auto";"Mitsubishi Galant";1992;5;"Австралия"
"auto";"Mitsubishi Delica";1994;5;"Соединённые Штаты Америки"
"auto";"Tata Indigo";2002;5;"Индия"
"auto";"Nissan 180SX";1989;5;"Япония"
"auto";"Mitsubishi Delica";2007;5;"Таиланд"
"auto";"Facel Vega Excellence";156;4;"Франция"
"auto";"Fiat Panda";2003;6;"Италия"
"auto";"Fiat Tempra";1990;5;"Турция"
"auto";"Mitsubishi Lancer Evolution";1992;6;"Таиланд"
"auto";"Nissan Skyline";1977;7;"Япония"
"auto";"Mitsubishi Space Runner";2010;6;"Австралия"
"auto";"Nissan Skyline";1968;7;"Япония"
"auto";"GMC Typhoon";1992;4;"Соединённые Штаты Америки"
"auto";"Nissan S30";1970;5;"Япония"
"auto";"Fiat 524";1931;4;"Италия"
"auto";"Nissan Cefiro";1988;5;"Япония"
"auto";"Nissan Figaro";1991;3;"Япония"
"auto";"Dodge Challenger";1970;6;"Нидерланды"
"auto";"Jeep CJ";1976;5;"Соединённые Штаты Америки"
"auto";"Nissan 370Z";2009;7;"Япония"
"auto";"Pontiac GTO";2004;6;"Соединённые Штаты Америки"
"auto";"Jeep Wrangler";2006;6;"Германия"
"auto";"Jeep CJ";1945;5;"Филиппины"
"auto";"Lotus Elan";1962;5;"Республика Корея"
"auto";"Mitsubishi Colt";2002;5;"Соединённые Штаты Америки"
"auto";"Mitsubishi Mirage";2004;5;"Соединённые Штаты Америки"
"auto";"Mitsubishi Pajero";1982;5;"Филиппины"
"auto";"Volvo PV444 / PV544";1943;4;"Швеция"
"auto";"Subaru BRZ";2013;6;"Япония"
"auto";"Nissan Gloria";1991;5;"Япония"
"auto";"Mitsubishi Pajero";1999;5;"Филиппины"
"auto";"Nissan Gloria";1983;5;"Япония"
"auto";"Nissan Wingroad";1982.1;5;"Япония"
"auto";"Volkswagen Golf V";2003;6;"Германия"
"auto";"Kia Rio";2000;6;"Республика Корея"
"auto";"Jeep CJ";1949;5;"Таиланд"
"auto";"Daewoo Damas";1972;5;"Индия"
"auto";"Mini";1967;5;"Италия"
"auto";"Nissan Silvia";1964;6;"Япония"
"auto";"Dodge Viper";2012;6;"Германия"
"auto";"Nissan Pathfinder";1996;7;"Япония"
"auto";"Nissan Pathfinder";1986;7;"Япония"
"auto";"SsangYong Chairman";1997;7;"Республика Корея"
"auto";"Proton Saga";2011;6;"Малайзия"
"auto";"Audi RS4";2000;7;"Германия"
"auto";"Fiat 518";1933;4;"Италия"
"auto";"Mitsubishi Eclipse";1995;6;"Нидерланды"
"auto";"Fiat Bravo (2007)";2007;6;"Италия"
"auto";"Nissan Micra";1992;5;"Япония"
"auto";"Volkswagen Fox";2006;5;"Германия"
"auto";"Mitsubishi Delica";1994;5;"Австралия"
"auto";"Nissan X-Trail";2009;6;"Япония"
"auto";"Nissan Tiida";2010;6;"Япония"
"auto";"Nissan X-Trail";2001;6;"Япония"
"auto";"Jeep CJ";1964;5;"Филиппины"
"auto";"Fiat 70";1915;4;"Италия"
"auto";"Nissan Wingroad";2006;5;"Япония"
"auto";"Chevrolet Nova";1974;5;"Соединённые Штаты Америки"
"auto";"Renault Samsung SM3";2009;5;"Республика Корея"
"auto";"Chevrolet Cavalier";1981;5;"Соединённые Штаты Америки"
"auto";"Nissan X-Trail";2008;6;"Япония"
"auto";"Kia Carens";1999;6;"Республика Корея"
"auto";"ВАЗ-2107";2107;5;"Россия"
"auto";"Fiat 1300/1500";1961;4;"Италия"
"auto";"Peugeot 306";1997;6;"Франция"
"auto";"Nissan Murano";2002;6;"Япония"
"auto";"Nissan Laurel";1972;5;"Япония"
"auto";"Nissan Cefiro";1997;5;"Япония"
"auto";"Chery Amulet";2003;5;"Китайская Народная Республика"
"auto";"SEAT Altea";2006;7;"Испания"
"auto";"Infiniti FX";2013;7;"Япония"
"auto";"Peugeot 308";2007;6;"Франция"
"auto";"Nissan X-Trail";2009;6;"Япония"
"auto";"Fiat Tempra";1990;5;"Италия"
"auto";"Proton Saga";2010;6;"Малайзия"
"auto";"Nissan Gloria";1979;5;"Япония"
"auto";"Oldsmobile 88";1949;4;"Соединённые Штаты Америки"
"auto";"Mitsubishi Mirage";1987;5;"Австралия"
"auto";"Mitsubishi Mirage";2004;5;"Австралия"
"auto";"Cadillac Eldorado";1979;4;"Соединённые Штаты Америки"
"auto";"Infiniti FX";2008;7;"Япония"
"auto";"Chevrolet Equinox";2004;6;"Канада"
"auto";"Mitsubishi Galant";1969;5;"Филиппины"
"auto";"Nissan Bluebird Sylphy";2012;6;"Япония"
"auto";"Jeep CJ";1949;5;"Филиппины"
"auto";"Saab 9-4X";573;6;"Соединённые Штаты Америки"
"auto";"Nissan Silvia";554;6;"Япония"
"auto";"Nissan Cedric";1995.06;5;"Япония"
"auto";"Mitsubishi Eclipse";2006;6;"Соединённые Штаты Америки"
"auto";"Mitsubishi Outlander";2012;6;"Соединённые Штаты Америки"
"auto";"Nissan Laurel";1997;5;"Япония"
"auto";"Ford Anglia";1949;3;"Эссекс"
"auto";"Chrysler 300";2011;8;"Германия"
"auto";"Fiat 520";1921;4;"Италия"
"auto";"Lotus Elan";1967;5;"Республика Корея"
"auto";"Mitsubishi Endeavor";2002;4;"Нидерланды"
"auto";"Nissan Cedric";1976;5;"Япония"
"auto";"Pontiac Firebird";1969;5;"Соединённые Штаты Америки"
"auto";"Nissan Sentra";2006;6;"Япония"
"auto";"Mitsubishi Eclipse";1990;6;"Филиппины"
"auto";"DKW F7";1937;3;"Германия"
"auto";"Jeep Wrangler";1996;6;"Иран"
"auto";"Jeep CJ";1953;5;"Филиппины"
"auto";"Porsche 968";1992;6;"Германия"
"auto";"Nissan Caravan Elgrand";1997;5;"Япония"
"auto";"Mitsubishi Diamante";1995;5;"Таиланд"
"auto";"Mitsubishi Mirage";1982;5;"Филиппины"
"auto";"Nissan 180SX";1989;5;"Япония"
"auto";"Tata Nano";2008;4;"Индия"
"auto";"Suzuki Escudo";1988;5;"Канада"
"auto";"Nissan Altima Hybrid";1993;6;"Япония"
"auto";"Mitsubishi Eclipse";2000;6;"Нидерланды"
"auto";"Nissan Cefiro";1998;5;"Япония"
"auto";"Mitsubishi Space Runner";1991;6;"Филиппины"
"auto";"Nissan Sunny";2010;5;"Япония"
"auto";"Mitsubishi Outlander";2005;6;"Филиппины"
"auto";"Ford Consul";1972;4;"Эссекс"
"auto";"Subaru BRZ";2009;6;"Япония"
"auto";"Hyundai Santa Fe";2000;6;"Республика Корея"
"auto";"Mitsubishi i";2006;4;"Нидерланды"
"auto";"Audi RS4";2012;7;"Германия"
"auto";"Infiniti EX";2007;7;"Япония"
"auto";"Chrysler Voyager";1996;5;"Германия"
"auto";"Nissan Silvia";1979;6;"Япония"
"auto";"Nissan Altima Hybrid";1992;6;"Япония"
"auto";"Chevrolet Biscayne";1970;4;"Соединённые Штаты Америки"
"auto";"Nissan Micra";1992;5;"Япония"
"auto";"Nissan Caravan Elgrand";2002;5;"Япония"
"auto";"Nissan Sunny";1973;5;"Япония"
"auto";"Fiat 501";1919;4;"Италия"
"auto";"Nissan Tiida";2007;6;"Япония"
"auto";"Mitsubishi Space Runner";2010;6;"Соединённые Штаты Америки"
"auto";"Mitsubishi Eclipse";1990;6;"Австралия"
"auto";"Mitsubishi Lancer";1973;6;"Нидерланды"
"auto";"Volkswagen Jetta";1991;7;"Германия"
"auto";"Volkswagen T1";1950;4;"Германия"
"auto";"Nissan Silvia";1999;6;"Япония"
"auto";"Nissan Gloria";1991;5;"Япония"
"auto";"SsangYong Korando";1996;6;"Республика Корея"
"auto";"Volvo S80";2006;6;"Швеция"
"auto";"Jeep CJ";1954;5;"Соединённые Штаты Америки"
"auto";"Iran Khodro Samand";2003;5;"Иран"
"auto";"Nissan Altima Hybrid";1993;6;"Япония"
"auto";"Nissan Figaro";1991;3;"Япония"
"auto";"Nissan Stanza";1990;5;"Япония"
"auto";"Mitsubishi L200";1978;5;"Нидерланды"
"auto";"SEAT Altea";2006;7;"Испания"
"auto";"Mitsubishi Mirage";2012;5;"Таиланд"
"auto";"Mercedes-Benz CLS-класс";2004;7;"Германия"
"auto";"Jeep CJ";1955;5;"Соединённые Штаты Америки"
"auto";"Ford Capri";1974;4;"Великобритания"
"auto";"Nissan Pulsar GTI-R";1990;5;"Япония"
"auto";"Nissan Laurel";2013;5;"Япония"
"auto";"Nissan Cedric";1979;5;"Япония"
"auto";"Cadillac Escalade";2001;6;"Соединённые Штаты Америки"
"auto";"Nissan Laurel";1977;5;"Япония"
"auto";"Fiat 600";1955;4;"Италия"
"auto";"Nissan President";2002;5;"Япония"
"auto";"Nissan Cedric";1995.06;5;"Япония"
"auto";"Infiniti FX";2008;7;"Япония"
"auto";"Nissan Caravan Elgrand";2010;5;"Япония"
"auto";"Hummer H3";2005;5;"Соединённые Штаты Америки"
"auto";"Fiat Topolino";1936;4;"Италия"
"auto";"Mitsubishi Galant";1996;5;"Соединённые Штаты Америки"
"auto";"Chevrolet Deluxe";1941;3;"Соединённые Штаты Америки"
"auto";"Porsche 959";1986;6;"Германия"
"auto";"Kia Sorento";2002;6;"Республика Корея"
"auto";"Nissan Qashqai";2007;6;"Япония"
"auto";"Porsche Boxster";2012;7;"Германия"
"auto";"Mitsubishi Galant";1987;5;"Таиланд"
"auto";"Nissan Tiida";2006;6;"Япония"
"auto";"Nissan Pathfinder";1986;7;"Япония"
"auto";"Renault Samsung SM7";2004;6;"Республика Корея"
"auto";"Mitsubishi Lancer";2000;6;"Соединённые Штаты Америки"
"auto";"Nissan Skyline";1985;7;"Япония"
"auto";"Chevrolet Cobalt";2011;6;"Соединённые Штаты Америки"
"auto";"Daewoo Damas";1961;5;"Индия"
"auto";"Porsche Boxster";2012;7;"Германия"
"auto";"SEAT Altea";2007;7;"Испания"
"auto";"SEAT Ibiza";2008;7;"Испания"
"auto";"Nissan Sentra";1982;6;"Япония"
"auto";"Mitsubishi 3000GT";1990;6;"Нидерланды"
"auto";"Nissan Gloria";1999;5;"Япония"
"auto";"Tatra 77";1935;4;"Чехия"
"auto";"Mitsubishi L200";1978;5;"Соединённые Штаты Америки"
"auto";"Pontiac GTO";1968;6;"Австралия"
"auto";"Mitsubishi Delica";1968;5;"Таиланд"
"auto";"Mitsubishi Delica";2007;5;"Нидерланды"
"auto";"Nissan Gloria";1971;5;"Япония"
"auto";"Mitsubishi Galant";1973;5;"Австралия"
"auto";"Nissan Pathfinder";1985;7;"Япония"
"auto";"Nissan Gloria";1979;5;"Япония"
"auto";"Tata Indica";2008;5;"Индия"
"auto";"Mitsubishi Mirage";1995;5;"Филиппины"
"auto";"Mitsubishi Lancer";1979;6;"Нидерланды"
"auto";"Nissan Note";2012;5;"Япония"
"auto";"Dodge Super Bee";1968;4;"Германия"
"auto";"Nissan Skyline";1972;7;"Япония"
"auto";"Ford Anglia";1939;3;"Великобритания"
"auto";"Fiat 522";1931;4;"Италия"
"auto";"Fiat 507";1926;4;"Италия"
"auto";"Mitsubishi Pajero";1982;5;"Соединённые Штаты Америки"
"auto";"Dodge Viper";2008;6;"Германия"
"auto";"Mitsubishi Endeavor";2002;4;"Таиланд"
"auto";"Nissan Silvia";1964;6;"Япония"
"auto";"Jeep CJ";1949;5;"Соединённые Штаты Америки"
"auto";"Nissan Sentra";2012;6;"Япония"
"auto";"Fiat 131";1974;4;"Италия"
"auto";"Chevrolet Caprice";1970;6;"Соединённые Штаты Америки"
"auto";"Mitsubishi Mirage";1982;5;"Таиланд"
"auto";"Tatra 77";1934;4;"Чехия"
"auto";"Mitsubishi Mirage";1978;5;"Соединённые Штаты Америки"
"auto";"Mitsubishi Grandis";2003;6;"Филиппины"
"auto";"Nissan 300ZX";1989;5;"Япония"
"auto";"Nissan Tiida";2010;6;"Япония"
"auto";"Pagani Zonda";1999;6;"Италия"
"auto";"Nissan Sentra";1991;6;"Япония"
"auto";"Volkswagen Golf I";1980;4;"Германия"
"auto";"Volkswagen Passat CC";2008;7;"Германия"
"auto";"Subaru BRZ";2011;6;"Япония"
"auto";"Fiat Doblò";2009;6;"Италия"
"auto";"Volvo C30";2006;6;"Швеция"
"auto";"Mitsubishi Pajero";2006;5;"Нидерланды"
"auto";"Nissan Silvia";1974;6;"Япония"
"auto";"Mitsubishi Space Runner";1997;6;"Соединённые Штаты Америки"
"auto";"Kia Cadenza";2009;6;"Республика Корея"
"auto";"Nissan Silvia";1979;6;"Япония"
